Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-03-18 11:43:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7307728388864053248,"I act in support of open source with how I volunteer, but also on how I promote understanding within my work and within my extended community. This report is worth reading and reflecting on how the critical importance of open source for our software supply chain is reflected on your choices. ""
""""
""https://lnkd.in/dzBsc986","","",MEMBER_NETWORK
2025-03-18 06:22:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7307647460431032320,"When I blog, I announce it on Mastodon and rarely here. I used to announce it on twitter, but it's been a while since I deleted my account. So imagine my surprise when I discover myself on Mar 12 2025 updated listing of 100 best software testing blogs ranked 19th, with my deleted twitter following as my rank of relevancy. ""
""""
""https://lnkd.in/dtAqeDxn","","",MEMBER_NETWORK
2025-03-17 13:27:53,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7307392234662912000,"Do you stop to think if your experience is cumulative and enables you for impact you could not achieve at a younger age, or if your experience is more years enabling you to do the same you have done throughout your career? ""
""""
""How do you tell the stories that your 20 years of experience aren't 20 times one year of experience? ""
""""
""While the quote gets attributed to a story of asking why a senior executive would take advice from a management consultant with less years behind them, it's good framing to think about when we consider the work we are now capable of doing. How much variety does your 20 years include? How that experience changed the results you are able to provide?","","",MEMBER_NETWORK
2025-03-17 08:17:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7307314012864585728,"Järjestelmäintegraatioiden testaus, myös tunnettu nimellä end to end -testaus. Miksi me sitä tehdään ja miten ihmeessä sitä voisi optimoida? ""
""""
""Tätä tehdään koska sovelluksessa A voi olla virhe joka me tajutaan vain käyttämällä sovellusta B tai C. Virhe on edelleen sovelluksessa A, mutta meillä on muutamia syytä miksi me ei sitä sovellusta A testaamalla tajuta. ""
""""
""1. Ihminen näkee ongelman helpommin liiketoiminnallisesti merkityksellisessä kontekstissa. ""
""""
""2. Ihminen jolla on liiketoiminnallisen kontekstin osaamista näkee virheen jota sovelluksen A osaajat eivät näe. ""
""""
""3. Ihminen ymmärtää toimivuuden kokonaisuuden kannalta helpommin. ""
""""
""Integroiduissa moniosaajatiimeissä ihminen joka näkee virheet ja kontekstin on usein testaaja. Tämä vastuu voi olla osa sovellustiimin vastuita. ""
""""
""Kun tämä toistuvan palautteen tarve käännetään automaatioksi, laajamittainen end to end -automatisointi ei ole fiksua. End to end pitää osittaa antamaan palaute juuri sille sovelluksen tiimille jolla ongelma on. Jos se tehdään palveluna yli monen tiimin, palaute on viivästettyä sekä kallista. ""
""""
""Joku tutkimuksenpoikanen kertoi että tuotantoon päässeistä virheistä 78% on toistettavissa - siis myös löydettävissä - yksikkötestillä. Se on yksittäisen sovelluksen sisällä tapahtuvaa hyvin kohdistettua palautetta. ""
""""
""Mitä vaatisi että oppisimme testaamaan rajallisemmassa laajuudessa ja silti näkemään virheet?","","",MEMBER_NETWORK
2025-03-13 15:27:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7305972853227642880,"Revolution? I'd rather work on habits and experimentation, that takes us along for the ride. This year I want my work to be on AI + habits rather than some distant future, and to work on related learning I've been framing an experiential training day. ""
""""
""We learn in layers, and we figure our boundaries of possible through experimentation. Doing some more of that in social settings sounds like a fun thing to do, to me.","","",MEMBER_NETWORK
2025-03-12 15:45:39,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7305614964784820224,"Aika makeeta mennä mentorointitapaamiseen kolleegan kanssa ja huomata toistuvasti sanovansa painokkaan positiivisesti kuinka hienoa työtä kaveri on ajatteluharjoituksen tuloksena tehnyt. Tuplawow. ""
""""
""Meillä CGI:llä on RISE-mentorointiohjelma, ja sen puitteissa mut pyydettiin mentoriksi. Kiihdytetyn kasvun mentorointiohjelma on vain yksi monista mentoroinnin muodoista, minulla on myös suora mentoroitava sisäisesti, suora mentoroitava ulkoisesti ja olen mukana laajamittaisemmissa sisäisissä ja ulkoisissa mentoroinneissa. Mutta tämä on ollut erilainen - ehkä sen takia kenen kanssa päädyin tekemään hommia.""
""""
""Tekemisen sisällön voi kuvata jälkikäteen ja se on ollut erityinen: ""
""- ekassa sessiossa tutustuttiin ja esittelin miten esittelen oman urani yhdellä slidellä""
""- tokassa sessiossa mentoroitava teki omastaan vastaavan yhden sliden ja asetti uratavoitteita""
""- kolmannessa sessiossa nauhoitettiin yhdessä tunnin podcast, sukellettiin syvälle meitä kiinnostavissa laadun ja testauksen teemoissa""
""- neljännessä sessiossa tarkasteltiin puolin ja toisin kirjoitettuja ohjeita laadunhallinnan prosesseista""
""- viidennessä sessiossa esiteltiin yhteiseksi tavaksi mahdollinen visuaalinen kuvaus laadusta ja laadunhallinnan käytännöistä, ja jätettiin kotitehtäväksi urasuunnitelmien täsmentäminen toisen mun mallin kautta""
""""
""Seuraavaksi vuorossa on visuaalisten kuvausten esittäminen yhteisölle ja yhteisösynteesin fasilitointi. Ja meillä on on vielä pari kuukautta mentorointiohjelmaa jäljelläkin. ""
""""
""Yhteistyö on joskus taianomaista.","","",MEMBER_NETWORK
2025-03-12 09:04:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7305514063411740672,Osallistun Wonnan 'Mobiilisovellus parikoodaten AI-avustajan kanssa' - webinaariin March 28. Ehkä joku muukin voi olla kiinnostunut?,"","",MEMBER_NETWORK
2025-03-12 06:49:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7305480023388381184,"Manual programming. Yep, that is a thing, and I laughed when I saw it on Henrik Kniberg's 'Future of Work' keynote at JFocus. It's been only a few years since the big thing for #testing here in LinkedIn was to make the point that there is no such thing as manual programming, or manual anything else but testing was getting a whole lot of that. ""
""""
""So now we have manual programming. That is the programming that we do without active agents assisting with proposals on our code. I am really curious to see if this is a change as difficult and identity changing for programmers as it was for testers. ""
""""
""https://lnkd.in/dChNHM6V","","",MEMBER_NETWORK
2025-03-11 07:51:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7305133144410611713,"My son tells me I’m ‘LLM’ - LinkedIn Legend Maaret which is hilarious since my teen knows what a large language model is. 🤣 This is what I get for sharing that I was called a Linkedin legend by a person I met but had not met before. ""
""""
""I have been testing guru, queen of testing field in Finland and many other funny monikers, but legend and LLM are most definitely new.","","",MEMBER_NETWORK
2025-03-10 18:35:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7304933043016798208,"Onhan tämä ihan lohdutonta - Tekniikka ja *tietotekniikka* 2/5 alasta joilta valmistutaan suoraan kortistoon. ""
""https://lnkd.in/dWpsMdC2""
""""
""Ilman paikkoja kerätä ne kannukset junnuna ei tule sennuja. Ja jos ei tule sennuja, tekoäly on ""taikaa"" joka syö laadun. ""
""""
""Mitäs tehtäisiin asian korjaamiseksi? Palkatonta työtä on tarjolla mm. avoimen lähdekoodin projekteissa, mutta tapana on ollut että palkallista harjoittelua rajatuissa työtehtävissä kasvaen olisi tarjolla.","","",MEMBER_NETWORK
2025-03-10 18:28:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7304931183178489856,"Always, always draw a 2x2 matrix. Everything can be explained with a quadrants model. Today what I am trying to explain is a change in profiles of testing professionals that I think I am seeing. One where we're expected to work independently with our respective teams, and one where automation is non-negotiable. It is never either manual or automation, but essentially the change is in what comes first. ""
""""
""I talk about quality-challenged teams though,  ones where approach to problems is akin to only picking up trash we all see when your parents tell you. Time of that should have been long gone, yet there are a group of beliefs that leads to this. Like talking to a data scientist last week on doing customer reports - the customer tests and brings things back on the drawing board, as if no one else could be close to the team, available for understanding what was the information we searched for.","","",MEMBER_NETWORK
2025-03-08 10:16:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7304082632483463168,"Happy International Women's Day, with a reminder that majority population being minority is not something you can explain with anything but structures. ""
""""
""Those structures made me hide my love for programming for protection of the younger more fragile version of me, who could not accept help at university because it came with ridicule or expectations; who was a tester not a programmer, because an equal representation drains less of your energy. ""
""""
""As this day of reflection approaches, people around me rally up with remembering the support. I want to frame it different for myself. If there is one day that is special, that is the day when I can appreciate the struggle. The struggle energized me. Like a friend reminded me in Finnish: ""Mikään ei muutu jos kukaan ei suutu"" - Nothing changes is no one gets angry. ""
""""
""I can remember the keynote where the conference chair got fired just before I set my feet on the stage. He used his position of power to propose speaking slots to young women in exchange bed companionship. ""
""""
""I can remember the interviews I have conducted as manager where my technical questions weren't answered because ""I did not think you would understand the answers"". ""
""""
""And while I remember the struggle, I still remember those who navigated these waters with me.  I can remember that while I was alone, I never was alone. Because women aren't a minority.","","",MEMBER_NETWORK
2025-03-07 16:14:42,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303810337739345920,"Mulla on tänään mielipide, ja kuvakaappaustyylistä huolimatta en sitä lähtenyt tarjoamaan lempparilehdelleni vaan käytin kehittäjätaitoja, joilla sivulle saa näkymään mitä haluaa. Mielipide ja asia oli vaan sen verran painokas, ja toisaalta henkilökohtainen että ideasta piti siirtyä toimeen välittömästi. 😄 ""
""""
""Yhdeksän konsulttikuukauden aikana vastaan on tullut aika monta tarjouspyyntöä ja -vastausta, ja täällä linkkarissa minua valveutuneemmat ovat voivotelleet että onpas hinnat menneet hurjiksi kun kokenutta projektipäällikköä myydään 45 eurolla ja ammattitestaajaa yhtä lailla palkkatasosta laskien alihintaan. Niinpä muotoilen tämän mielipiteen kärjistäen: ""
""""
""Olisi paikallaan että konsultin alin hinta olisi satanen. Nimittäin sen aloittelevan ohjelmistokehittäjän tueksi tarvitaan kolme muuta, keskitasoisen tueksi kaksi muuta, normaalin seniorin tueksi yksi muu, ja vain yksisarviset selviää työstään yksinään. ""
""""
""Muotoilin oivallustani konsultoinnista Mastodonissa pari viikkoa sitten: ""
""""
""You *contract* your people to projects because it's easier:""
""- to get them (we filter them for you from the masses)""
""- to have them (we deal with their absence for sickness and trainings)""
""- to drop them (we deal with finding them next things)""
""""
""Tästä olisi paikallaan myös maksaa osana tuntihintaa. Kaikkien konsulttien kohdalla.","","",MEMBER_NETWORK
2025-03-07 11:00:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303731295279353856,"Vihreät rinkulat linkkarikuvissa. Olen huomannut erityisesti freelancer-tekijöiden käyttävän samaa rinkulaa täällä linkkarissa kuin positiota hakevien, ja olen alkanut kaipaamaan eriväristä rinkulaa silloin kun yksilö haluaa sanoa että mä oon myynnissä, konsulttina. Tarttisin aina hetkittäin sellaisen rinkulan itsekin,  joka sanoisi että en kyllä nyt ollut CGI:ltä lähdössä, mutta että saatavilla asiakastoimeksiantoon olisin. ""
""""
""Miten te muut tulkkaatte vihreää rinkulaa? Ja jos satutte olemaan töissä konsulttihommissa, laitatteko vihreän rinkulan päälle vain silloin kun olette valmiita liikkumaan työnantajalta toiselle? ""
""""
""Samoista paikoistahan yksilöinä toki ""kilpaillaan"", organisaatiot voi päättää että millaisella sopimuksella meitä ovat tällä kertaa etsimässä.","","",MEMBER_NETWORK
2025-03-07 09:55:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303714808833437696,"Jos projekteissasi tarvittaisiin *testausasiantuntijoita palveluna*, kysypä minulta.  Sen lisäksi että olen itse vaatimattomuuden puutteesta huolimatta kelpo testausasiantuntija, osaan myös sovittaa erimuotoisia ihmisiä erimuotoisiin testauksen tarpeisiin. ""
""""
""Konsulttiorganisaation elämä asiakkaiden sykkeessä tarkoittaa vaihtelua ihmisten saatavuudessa, ja tämän postin motivaattorina on yhteisöllinen tarve huolehtia vapautuvien tekijöiden ja tehtävän työn kohtaamisesta. Isojen muutosten (toimittajien vaihtumiset) myötä tuotehistorioitsijan hattu yhdeltä siirtyy tuotehistorian pikaiseksi kerryttämiseksi toisella. ""
""""
""Me testaajat täytetään monenlaisia tarpeita projekteissa.","","",MEMBER_NETWORK
2025-03-06 11:58:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303383466564329472,"When I deliver sessions, I don't always watch myself on video. I did yesterday for Browserstack QA Leadership Summit, for a Fireside chat on 'The Testing Dilemma - Are Fundamentals Fading Away'. ""
""https://lnkd.in/deqKHTay""
""""
""While I may sometimes be my own biggest critic, I may also be my own biggest cheerleader. And this one, this one deserves a special shout out. I had to ask how much of editing it took before I realized that I may have learned a thing or two on speaking in these kinds of sessions. My conversation pair and host did also lovely work on framing the conversation. ""
""""
""I picked up stuff people said to me: ""
""‘Your insights were brilliant’, ""
""‘I must say that I was blown away. I celebrate your wealth of experience. ‘ ""
""‘I think this is the most interesting session of the evening :-) i really like hearing Maaret's perspective’. ""
""‘Either BrowserStack has a secret ‘public speaker’ filter, or you've been unknowingly auditioning for a TED Talk!’",https://events.hubilo.com/qa-leadership-summit-spring-2025/session/255946,"",MEMBER_NETWORK
2025-03-06 07:32:27,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7303316518950387713,"At Power women in Tech, networking on tech contents. Good to be Finnish. ","","",MEMBER_NETWORK
2025-03-04 10:58:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302643654165172224,"Tienataanko tutkinnolla? Yle on tehnyt varsin mielenkiintoisen vertailukoneen, jossa lähdetään siitä että tutkinto voisi ennustaa positioita joihin yrityksissä päätyy, ja sitä kautta antaa yrityksissä kehitetyille positiotasoisille luokitteluille vähintäänkin toisen näkökulman. ""
""https://lnkd.in/dqW3kBJS""
""","","",MEMBER_NETWORK
2025-03-04 09:58:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302628600283856897,"It's a text generator not a search engine. It generates text that says it can or can't find, but it does not actually search beyond likelihood of words around other words. ""
""""
""Using a local model is good way of illustrating that while they are generating text, some not local ones generate text that resembles factual. Others just write with unwarranted confidence.","","",MEMBER_NETWORK
2025-03-04 07:23:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302589422896574464,"Huomenna Lahti, seurana minun lisäkseni Marita Koskivainio + muut. Meitä on nyt tulossa viisi, ja odotettavissa erinomaisia keskusteluita testauksen automatisoinnin ja suorituskykytestauksen saralla. Tervetuloa mukaan Teerenpeliin, voit toki liittyä seuraan vaikka et olisi ilmoittautunutkaan! ""
""""
""https://lnkd.in/dnQQN7AV","","",MEMBER_NETWORK
2025-03-03 18:31:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302395170103173122,"TIL. I hold two certifications (ISEB) in testing. This means I hold equivalent of four certifications (ISTQB) in testing. ""
""""
""I was aware that I would have ""
""- ISTQB Foundation Level""
""- ISTQB Advanced Test Manager""
""""
""I was not aware that I also have""
""- ISTQB Advanced Test Analyst""
""- ISQTB Advanced Technical Test Analyst""
""""
""These certificates matter now that my CV is part of describing organizational capabilities against criteria that asks for 1+2 certificates. I think these certificates did not make me better, and they are barely worth the paper they were printed on. They most definitely did not make me a better tester. They probably did not hurt me either because I have been devouring more useful information and not following the limited availability of time principle, like ever. But others who are less inclined to mix work and hobbies, I don't think certification requirements help.","","",MEMBER_NETWORK
2025-03-03 16:27:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7302364126566125568,"How to describe a service that is responsive to its environment (testing)? When I have worked with optimistic project managers, I become a pessimist. When I work with pessimistic project managers, I become an optimist.  ""
""""
""I expect others to test, but I test after them to see what might be missing from the results. I build up over time the capabilities so that I am no longer needed for testing the same way I used to test, but at the same time, there is always more we could or should be doing. ""
""""
""Testing is like water. It fills the cracks. And it takes a complementary shape. Its shape is a response to shape of everything else.","","",MEMBER_NETWORK
2025-03-01 09:43:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301537453423648768,"I took the latest job ad I read and liked, translated it to English with chatGPT and posted it on gender decoder. Now I wonder if I liked it because it was feminine-coded. My working hypothesis that I might want to research on is that taking tester jobs, they are more likely to be feminine coded and we don't even realize we're doing it. ""
""""
""There's plenty of ads where the language of it would turn me away, and I am sure ads I write have that effect on someone else.","","",MEMBER_NETWORK
2025-03-01 09:03:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301527601758531586,"Testaajien tekemän testauksen arvolupaus ei perustu siihen että kehittäjät eivät osaisi testata, tai että eivät testaisi omaa koodiaan. Sen sijaan testaus on paljon enemmän kuin sen oman koodin testaamista, ja silloin kun aikataulu rajallinen, yhteistyö ja tekeminen rinnan on järkevää. Täydentävät tehtävänannot tukevat toisiaan. Ja monesti toinen kehittäjä on erinomainen täydentävän tehtävänannon kanssa. Niin, kehittäjiä ne testaajatkin ovat. ""
""""
""Monet niistä virheistä, joita kehittäjät kaivavat eivät ole omassa koodissa, mutta tulevat esiin tavoilla joilla oma koodi käyttää toisten koodia. Niinkuin vaikka tässä: ""
""https://lnkd.in/dkGkHgSW  ""
""""
""Erinomaisen hieno esimerkki kehittäjien tekemästä testauksesta ja bugiraportista avoimen lähdekoodin keskeiselle komponentille. Tälläisillä asioilla pääsee uutisotsikoihin, ja niistä pelastutaan vain sillä että vastakkainasettelun aika loppuu. ""
""""
""Testauksen arvolupaus on koko ketjun yhteistyö sen osalta että haetaan esiin muuttujat, joiden varassa luottamus järjestelmiin elää.",https://github.com/nordnet/lettuce-out-of-order?tab=readme-ov-file,"",MEMBER_NETWORK
2025-02-28 21:08:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301347584017637376,"Siitä on jo muutama vuosi kun eräänkin some-alustan osalta katseltiin huvittuneena luokittelutietoja, joita käytön perusteella meistä oli päätelty. Olin ikääni nuorempi mies. ""
""""
""Erilaisten pohdintojen virrassa täällä joku pohti että mitäs jos me vaan poistettaisiin sukupuoli tekoälyn opetusdatasta, ja sitten käytettäisiin sitä rekrytoinnissa. ""
""""
""Muistetaanhan että rakenteelliset asiat näkyvät rakenteissa laajalti, paljon laajemmin kuin ymmärrämmekään. Asiaan tutustumisen voi aloittaa vaikka erilaisista sukupuolittuneen kielenkäytön tunnistussovelluksista, tämä nyt vaan sattui olemaan haun ensimmäinen. https://lnkd.in/dbhjf6DM","","",MEMBER_NETWORK
2025-02-28 12:27:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7301216485794873346,"In age of AI, I still read the books and not their summaries. I read Glenford Myers' Art of Software Testing (published 1979), multiple times. I know how he proposes to test the triangle exercise that is now making some rounds as ""AI does better than testers"". And I know that I does better than the tester who did not read the book. ""
""""
""Better yet, read also Binder's and Kaner's treatise on the same problem, and learn how testing techniques are *risk-based* and risk is *technology-based*.""
""""
""Read the books and not their summaries. Choose better places to be thoughtfully lazy than the core knowledge of your profession.","","",MEMBER_NETWORK
2025-02-27 14:19:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300882360487624708,"Test data, and related practices. I was reflecting back on a conversation on Data Democratization Podcast (https://lnkd.in/dqYwrYkv) and collecting my observations of categories of test data practices. ""
""""
""Some years back, obfuscated data was rare, and now fortunately it is not. But we still struggle with lifecycle of data (use making changes), infrequent refresh, discovery and control, pattern recognition on things with testing impact,  cross-system considerations, and choosing easy testing by cleaning up data. ""
""""
""This particular one is high on my multi client list of priorities to solve. Any peers in this space I should talk with?","","",MEMBER_NETWORK
2025-02-27 08:46:05,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300798333353119745,"Today I am thinking of a really old experience that taught me that *early involvement of testing significantly increased project costs* while having *little impact on the project outcome*. Enough time and organizations have passed through even my history to anonymize the experience, and it is anecdotal foundation for a conversation we could be having. ""
""""
""In a customer - contractor framing, my point of observation was on the customer side. We had done significant work on improving contracts and software acquisition, and one of the things we did was bringing quality and testing perspectives to the timeframe when contracts were being set up. ""
""""
""I observed two things: ""
""""
""1. Early involvement of testing made requests to contractor clearer, and the offers grew significantly in cost; while they may describe expectations clearer, they also made projects more expensive. ""
""""
""2. Comparing two deliveries of change to two existing systems where we understood the complexity differences of the systems, the more complex system change was delivered with significantly smaller proportional cost. The more complex system with better cost avoided the uncertainty bloating and self-fulling prophecy nature of estimations that added to the costs of the less complex system. ""
""""
""Systemic impacts are never simple, and there is a place for modeling this particular system better. Claiming *testing makes projects more expensive* would be incorrect one. There is,  however, something to learn about cost of distrust, and importance of investing in cultures of trust. And testing can work both in frames of distrust and trust, collaboratively building up day to day ability to succeed. ""
""""
""If anyone feels like collaborative modeling, I would be up for an online modeling session one of these days. This is an invitation to slide to my DMs if we could learn this together, after office hours.","","",MEMBER_NETWORK
2025-02-26 08:27:44,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300431330046046208,"Olen tänään(kin) vastannut kysymykseen 'miten testataan tekoälyjärjestelmiä'. Minun vastaukseni nähtävästi alkaa siitä että selitän että jos voidaan vaikka nimetä 100 osaa, joista muodostuu järjestelmä ja jotain mikä on käyttäjän kokemus, riittää että niistä 1 on tekoälyä. Mutta on mahdollista että niistä myös lähestulkoon kaikki ovat tekoälyä. Näihin kysymyksiin vastataan pilkkomalla järjestelmää kunnes ollaan sellaisen osajärjestelmän laajuudessa, jossa testaaminen on järkevää. Riskeistä taas keskustellaan niin kokonaisuuden kuin osienkin kannalta.","","",MEMBER_NETWORK
2025-02-25 14:42:44,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300163314821611520,"Found myself discussing a test automation transformation regarding success in use of AI which I have been calling shifting down. Shifting down - testing more on developer-adjacent testing levels over end to end scenarios - allows the continuous connection with feedback and intent of what was it we were building. ""
""""
""I find I repeat these: ""
""* Test automation should be decomposed to give feedback where the corrective action belongs. ""
""* Successful test automation bridges user-driven to architecture-driven in its decomposition. ""
""""
""This would mean that when I build testing services, majority of my target audience is my fellow developers. Testing is, after all, too important to be left for just testers; and without testers. ""
""""
""And no, this message is not AI generated, regardless of my use of semicolon. It just felt like poetic expression.","","",MEMBER_NETWORK
2025-02-25 10:15:54,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7300096161237889025,"I have been on a quest of knowledge - for making sense of what I can learn by looking at a work sample of someone testing. Results (found 'bugs' and their enriching classification) are easier to spot, but what I really look for is evaluating people's decisions and learning. ""
""""
""Ministry of testing provides ample opportunities for work sample practice for all kinds of activities. What are you showing, is that intentional or accidental?","","",MEMBER_NETWORK
2025-02-24 15:10:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7299807882206715905,"Päivänä jolloin palkittiin testaajia, minut palkittiin palautteella. Kiitos kannustuksesta kaikille. <3","","",MEMBER_NETWORK
2025-02-24 12:33:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7299768383527383040,"Over time, I have been explaining what is the core of testing with various simple pictures, and this has been an all-time favorite. I go find it when someone tells me that ""coverage of generated test cases is 85%"". ""
""""
""In this case, the coverage they compare to is the coverage commodity testers provide when they routinely write test cases. ""
""""
""The thing that interests me is that commodity testers routinely writing test cases achieve too low risk (actual bugs) coverage on even simple applications. The only way I know of to get to risk coverage is comparing coverage on targets that have really been tested with the constraints we promise.","","",MEMBER_NETWORK
2025-02-24 07:03:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7299685312601989120,"En ajatellut itseäni 'sisällöntuottajana' kun sain viestin jossa Pia Kiviranta listasi suomalaisia naisvaikuttajia linkkarista Favikonin perusteella. Olen ääneen ajattelija, joka on oppinut vuosien varrella että ääneen ajattelu on välttämättömyys sille että oppii asioista, joista ei vielä tiedä - sekä itselle että laajennetulle lähipiirille. ""
""""
""Ajattelusta huolimatta, tänään tämä viesti muistutti minulle että jotain on tullut tuotettua. Ja että testaus on arvostettu ja keskeinen osa ohjelmistokehitystä.","","",MEMBER_NETWORK
2025-02-21 16:45:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298744657138585600,"I did an experiment. I compared results of a group of testers to results chatGPT can produce from a picture. Admittedly, I used my knowledge of testing to position the screenshot so that things were visible that allowed for recognizing problems. ""
""""
""The results for out-of-box genAI are median of human results. ""
""""
""I want to work on this problem more with community of quality aware people , and that is why I will spend my time at #FroGSConf tomorrow. The testers community needs to do a better job at explaining what the difference is. ""
""","","",MEMBER_NETWORK
2025-02-21 08:27:29,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298619326704594945,"Today, I talked from stage about serendipitous events that lead to learning: 'Lessons Learned from Landing a Job Offer with Generative AI'.""
""""
""➡️ I benefitted from how GitHub Copilot moves conversation from writing code to testing code already a week from its publishing""
""""
""➡️ Using it over 3 years has lead to appreciate it too has grown, and my habits with staying alert has grown with it.""
""""
""➡️ Testing as a perspective is more important than ever, and it belongs with everyone. ""
""""
""➡️ Testing is learning: learning about what we try to achieve and where we are on that journey; learning about the tools to recognize the tools will change and grow while they are used; learning with every task and action. ""
""""
""https://lnkd.in/eQ7wbmCQ","","",MEMBER_NETWORK
2025-02-20 18:15:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298405023288320000,"Tried out Chrome Dev Tools AI Assistance, in frame of #ContemporaryExploratoryTesting. I had a test target in mind that I wanted to work with and see what changes in me, and learned a few things. ""
""""
""I modeled the new tool by using it. Named some of its pieces: Google's Gemini model, things I hold in browser as context, browser UI and Chrome DevTools as interfaces to collect context. Discovered where it was integrated, and what it would do various places to right click. ""
""""
""I decided on scenarios I would work on, one by one. Started off with reporting bugs I had tested out of the test target in the last few weeks, delighted with some successes on explaining actual vs. expected behaviors. ""
""""
""True to nature of exploratory testing, as soon as one scenario completed, I had another in mind. I would ask it to fix problems I was just before reporting, again delighted with successes of fixing, as well as failing with fixing in new ways. ""
""""
""Third scenario emerged, and instead of fixing bugs, I was fixing *missing features*. Added multiple features to the frontend only application that was my target of testing, within the browser, from the mere feedback of missing something. ""
""""
""I'm not sharing this story because I think this tool is exceptional in genAI space. I'm sharing this story because the agency of exploratory testing is exceptional combined with these tools. ""
""""
""The integrations to the context of where we work change things. Feedback drives intent, and intent drives creating. Testing remains. We all need to be better with testing, particularly the exploratory kind. There's work on making testing worth AI-ficating, and the idea of it as feedback someone else will act on is one of the many things I have wanted to break with #ContemporaryExploratoryTesting. ""
""""
""With AI, making wrong actions faster should be a secondary goal. What are the right actions? I have ideas that I apply in action.","","",MEMBER_NETWORK
2025-02-19 17:46:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7298035314613272576,"Tällä viikolla perjantaina: ""Mitä opin viemällä generatiivisen tekoälyn pariohjelmointihaastatteluun"", #Tivia #ITInsider -verkkotapahtumassa. ""
""""
""Nämä ovat maksuttomia tapahtumia, joka toinen viikko perjantaisin. ""
""""
""https://lnkd.in/dZwegMxv","","",MEMBER_NETWORK
2025-02-18 13:54:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297614388981645313,Taking everyone along for the ride.,"","",MEMBER_NETWORK
2025-02-18 09:52:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7297553533472509953,"Do you remember the times when we wrote code on paper, on exams in particular? I wonder if that is still how they do things somewhere. ""
""""
""I got to thinking about this, as I was reading up on the latest rounds of worrying over the younger generation of programmers. Yep, those people who get to experiment their tinder clones and to do lists with AI giving them pieces to try out, instead of doing a tutorial course or adapting pieces from stack overflow. There's worry for their critical thinking ability. I'd like to think they will be fine, and we need to make more out of the social aspects of feedback and how that changes the young ones behavior.""
""""
""Growing up to be a programmer, I remember so many things I wish I knew. I wish I knew that vi or emacs did not make me a programmer, I was fine using professional IDEs with features making my life easier. I was fine learning ""the hard way"", writing a piece and pondering over it. I was fine getting feedback from the next day's me who always found many of ways of breaking for one way of doing it right, to a point that I decided a great tester (with programming ability) is a real career over the eternal loop of lonesome frustration. ""
""""
""The young ones will learn differently, but they will learn. Warning them away from tools is an option. Having them use tools with lots of social software engineering to figure out models of success, failure and critical thinking is probably a better use of my time. ""
""""
""Photo by Markus Spiske on Unsplash","","",MEMBER_NETWORK
